feedback_id,visit_date,store_code,customer_name,customer_email,user_category,product_looking_for,reason_for_non_purchase,ground_truth_topic
901,2026-03-25,X2,Pooja Anderson,pooja.anderson8@icloud.com,Babies,Ear Rings,Was told the ear rings model is sold out and would take 3-4 weeks to restock.,Stock Unavailable
902,2026-03-21,X4,Kavya Brown,kavya.brown76@gmail.com,Everyday Wear,Anklets,Wanted a slight design change on the anklets; staff said customization is not possible right now.,Customization Not Offered
903,2026-03-09,X5,Sneha Clark,sneha.clark66@icloud.com,Everyday Wear,Ear Rings,"Prices on ear rings were higher than I expected, I had a budget of under 10k. The piece was meant for teen-age girls.",Price Too High
904,2026-05-02,X1,Sanjana Davis,sanjana.davis51@gmail.com,Everyday Wear,Bangles,The bangles I liked was way over my budget. I was hoping for something below 1 lakh.,Price Too High
905,2026-02-16,X1,Riya Patel,riya.patel80@icloud.com,Wedding,Bangles,I came specifically looking for a kada bangles but the store didn't have it.,Design Unavailable
906,2026-04-26,X3,Aditi Anderson,aditi.anderson90@icloud.com,Everyday Wear,Necklace,"My family wanted a pendant set design in necklace, but the available designs were very limited.",Design Unavailable
907,2026-02-22,X4,Lucas Nair,lucas.nair65@outlook.com,Office-going Women,Anklets,Wanted made-to-order in anklets; the lead time of 6-8 weeks didn't work for me.,Customization Not Offered
908,2026-04-07,X2,Sanjana Nair,sanjana.nair84@hotmail.com,Birthday,Bangles,Looking for kids size in bangles. The sizes available didn't fit.,Size Unavailable
909,2026-04-11,X4,Emma Patel,emma.patel99@hotmail.com,Everyday Wear,Ear Rings,I wasn't fully convinced about the finish quality on the ear rings I tried. It was for teen-age girls.,Quality Concerns
910,2026-04-24,X5,Vikram Smith,vikram.smith54@icloud.com,Teen-age Girls,Anklets,The anklets I wanted to buy is completely out of stock at the moment. Specifically for babies use.,Stock Unavailable
911,2026-03-05,X1,Kavya Anderson,kavya.anderson91@outlook.com,Teen-age Girls,Bangles,Asked if the bangles can be customized with engraving; was told no.,Customization Not Offered
912,2026-04-06,X1,Chloe Anderson,chloe.anderson24@icloud.com,Teen-age Girls,Ear Rings,The ear rings I liked wasn't available in medium drops.,Size Unavailable
913,2026-02-14,X2,Arjun Clark,arjun.clark62@hotmail.com,Office-going Women,Finger Rings,I wanted something lightweight (under 8g) but the finger rings options shown were heavier.,Weight Concerns
914,2026-04-19,X6,Lucas Davis,lucas.davis4@outlook.com,Wedding,Bangles,Found a beautiful bangles but it crossed my below 1 lakh budget by a lot. It was for everyday wear.,Price Too High
915,2026-05-07,X6,Pooja Patel,pooja.patel54@outlook.com,Everyday Wear,Bangles,Found a beautiful bangles but it crossed my below 1 lakh budget by a lot.,Price Too High
916,2026-04-03,X6,Pooja Nair,pooja.nair21@hotmail.com,Teen-age Girls,Necklace,Saw the exact necklace I wanted in the catalogue but it's not in the store currently. Specifically for teen-age girls use.,Stock Unavailable
917,2026-04-23,X5,Harper Davis,harper.davis41@gmail.com,Teen-age Girls,Necklace,Asked if the necklace can be customized with engraving; was told no. The piece was meant for babies.,Customization Not Offered
918,2026-02-26,X6,Noah Reddy,noah.reddy87@yahoo.com,Teen-age Girls,Finger Rings,I wasn't fully convinced about the finish quality on the finger rings I tried. Specifically for birthday use.,Quality Concerns
919,2026-04-26,X3,Ava Sharma,ava.sharma29@yahoo.com,Teen-age Girls,Necklace,Wanted the necklace in white gold but only yellow gold was available. It was for teen-age girls.,Color/Finish Mismatch
920,2026-03-05,X6,Vikram Davis,vikram.davis77@yahoo.com,Babies,Bangles,Found a beautiful bangles but it crossed my under 10k budget by a lot. The piece was meant for teen-age girls.,Price Too High
921,2026-04-01,X6,Zoe Clark,zoe.clark84@yahoo.com,Wedding,Bangles,Saw a kada design online and wanted the same in bangles here. Not available.,Design Unavailable
922,2026-05-09,X5,Aarav Brown,aarav.brown29@outlook.com,Teen-age Girls,Ear Rings,Was looking for a yellow gold finish on ear rings; could not find a matching piece.,Color/Finish Mismatch
923,2026-02-15,X5,Ethan Anderson,ethan.anderson16@icloud.com,Teen-age Girls,Necklace,Was hoping to find a layered chain style in necklace. Nothing matched what I had in mind.,Design Unavailable
924,2026-03-24,X6,Mia Davis,mia.davis63@yahoo.com,Wedding,Bangles,Need to consult my husband/parents before deciding on the bangles.,Others
925,2026-04-26,X1,Sneha Davis,sneha.davis23@icloud.com,Babies,Finger Rings,Waited a long time to be attended for the finger rings I wanted to see.,Sales Service
926,2026-04-18,X3,Grace Reddy,grace.reddy46@hotmail.com,Teen-age Girls,Anklets,The anklets I liked was way over my budget. I was hoping for something below 1 lakh.,Price Too High
927,2026-02-25,X4,Aarav Sharma,aarav.sharma6@yahoo.com,Office-going Women,Necklace,Saw the exact necklace I wanted in the catalogue but it's not in the store currently. The piece was meant for birthday.,Stock Unavailable
928,2026-02-21,X3,Amelia Anderson,amelia.anderson19@hotmail.com,Teen-age Girls,Necklace,Was hoping to find a choker style in necklace. Nothing matched what I had in mind. It was for office-going women.,Design Unavailable
929,2026-04-04,X5,Harper Clark,harper.clark80@gmail.com,Birthday,Finger Rings,The finger rings I wanted to buy is completely out of stock at the moment. It was for office-going women.,Stock Unavailable
930,2026-02-20,X5,Liam Smith,liam.smith82@icloud.com,Babies,Anklets,The sales staff was busy and I couldn't get enough help while choosing the anklets.,Sales Service
931,2026-04-09,X4,Anjali Brown,anjali.brown32@gmail.com,Everyday Wear,Bangles,I wanted something around 12g but the bangles options shown were heavier.,Weight Concerns
932,2026-04-02,X4,Kavya Iyer,kavya.iyer15@outlook.com,Wedding,Bangles,I wanted something lightweight (under 8g) but the bangles options shown were heavier.,Weight Concerns
933,2026-05-04,X1,Pooja Wilson,pooja.wilson22@hotmail.com,Everyday Wear,Finger Rings,The finger rings I liked wasn't available in size 6. Specifically for everyday wear use.,Size Unavailable
934,2026-03-08,X4,Mia Johnson,mia.johnson89@gmail.com,Wedding,Ear Rings,Wanted a slight design change on the ear rings; staff said customization is not possible right now.,Customization Not Offered
935,2026-05-07,X1,Ethan Patel,ethan.patel51@hotmail.com,Teen-age Girls,Ear Rings,My daughter needed small studs ear rings; could not find the right size.,Size Unavailable
936,2026-05-11,X3,Liam Reddy,liam.reddy40@gmail.com,Everyday Wear,Ear Rings,I came specifically looking for a drop ear rings but the store didn't have it. It was for babies.,Design Unavailable
937,2026-03-25,X2,Chloe Patel,chloe.patel72@icloud.com,Everyday Wear,Bangles,Saw the exact bangles I wanted in the catalogue but it's not in the store currently. The piece was meant for office-going women.,Stock Unavailable
938,2026-05-03,X3,Charlotte Davis,charlotte.davis20@outlook.com,Teen-age Girls,Ear Rings,I wasn't fully convinced about the finish quality on the ear rings I tried. The piece was meant for everyday wear.,Quality Concerns
939,2026-03-23,X2,Aarav Patel,aarav.patel82@gmail.com,Birthday,Anklets,Asked if the anklets can be customized with engraving; was told no.,Customization Not Offered
940,2026-04-16,X5,Aarav Sharma,aarav.sharma69@icloud.com,Babies,Bangles,Waited a long time to be attended for the bangles I wanted to see.,Sales Service
941,2026-02-18,X6,Sanjana Davis,sanjana.davis82@gmail.com,Teen-age Girls,Finger Rings,The finger rings I liked wasn't available in size 12.,Size Unavailable
942,2026-04-03,X6,Emma Clark,emma.clark48@yahoo.com,Teen-age Girls,Necklace,Wanted a slight design change on the necklace; staff said customization is not possible right now. The piece was meant for office-going women.,Customization Not Offered
943,2026-03-25,X4,Lucas Brown,lucas.brown88@outlook.com,Wedding,Necklace,The necklace I liked was way over my budget. I was hoping for something under 50k.,Price Too High
944,2026-03-11,X6,Noah Khan,noah.khan63@icloud.com,Office-going Women,Bangles,Found a beautiful bangles but it crossed my below 1 lakh budget by a lot. Specifically for office-going women use.,Price Too High
945,2026-05-09,X3,Harper Reddy,harper.reddy38@hotmail.com,Birthday,Necklace,Saw a long haar design online and wanted the same in necklace here. Not available.,Design Unavailable
946,2026-03-03,X5,Anjali Davis,anjali.davis92@gmail.com,Office-going Women,Ear Rings,Wanted the ear rings in silver tone but only yellow gold was available. The piece was meant for babies.,Color/Finish Mismatch
947,2026-03-13,X1,Neha Anderson,neha.anderson88@icloud.com,Birthday,Finger Rings,Needed size 12 for finger rings but staff said it's out of stock right now.,Size Unavailable
948,2026-02-28,X4,Chloe Johnson,chloe.johnson58@outlook.com,Everyday Wear,Finger Rings,The finger rings I liked wasn't available in adjustable.,Size Unavailable
949,2026-05-04,X6,Chloe Verma,chloe.verma77@yahoo.com,Teen-age Girls,Bangles,"Prices on bangles were higher than I expected, I had a budget of under 50k.",Price Too High
950,2026-05-04,X2,Lucas Mehta,lucas.mehta32@gmail.com,Office-going Women,Ear Rings,Saw the exact ear rings I wanted in the catalogue but it's not in the store currently. The piece was meant for wedding.,Stock Unavailable
951,2026-03-28,X5,Meera Nair,meera.nair82@outlook.com,Teen-age Girls,Finger Rings,Was looking for a silver tone finish on finger rings; could not find a matching piece.,Color/Finish Mismatch
952,2026-02-21,X5,Sophia Davis,sophia.davis56@gmail.com,Office-going Women,Bangles,The bangles I liked was way over my budget. I was hoping for something below 1 lakh. The piece was meant for wedding.,Price Too High
953,2026-04-25,X6,Vikram Iyer,vikram.iyer67@outlook.com,Babies,Finger Rings,I wasn't fully convinced about the finish quality on the finger rings I tried. The piece was meant for teen-age girls.,Quality Concerns
954,2026-03-20,X2,Ethan Patel,ethan.patel64@hotmail.com,Everyday Wear,Necklace,Found a beautiful necklace but it crossed my under 50k budget by a lot. The piece was meant for everyday wear.,Price Too High
955,2026-03-29,X4,Emma Patel,emma.patel71@yahoo.com,Teen-age Girls,Finger Rings,Needed size 8 for finger rings but staff said it's out of stock right now. It was for office-going women.,Size Unavailable
956,2026-02-22,X3,Arjun Nair,arjun.nair54@hotmail.com,Everyday Wear,Anklets,My daughter needed 9 inch anklets; could not find the right size. It was for birthday.,Size Unavailable
957,2026-03-06,X6,Neha Verma,neha.verma27@outlook.com,Wedding,Necklace,Was told the necklace model is sold out and would take 3-4 weeks to restock. The piece was meant for teen-age girls.,Stock Unavailable
958,2026-05-06,X3,Arjun Clark,arjun.clark18@icloud.com,Birthday,Necklace,"I just came in to compare prices today, will revisit later for the necklace. The piece was meant for everyday wear.",Others
959,2026-04-10,X5,Rohit Sharma,rohit.sharma8@gmail.com,Wedding,Anklets,Wanted the anklets in rose gold but only yellow gold was available. It was for office-going women.,Color/Finish Mismatch
960,2026-03-25,X1,Ishita Wilson,ishita.wilson44@icloud.com,Teen-age Girls,Bangles,Was hoping to find a kada style in bangles. Nothing matched what I had in mind. Specifically for wedding use.,Design Unavailable
961,2026-03-01,X3,Vikram Taylor,vikram.taylor56@hotmail.com,Office-going Women,Anklets,Asked if the anklets can be customized with engraving; was told no. The piece was meant for birthday.,Customization Not Offered
962,2026-03-13,X4,Emma Patel,emma.patel56@gmail.com,Everyday Wear,Finger Rings,Looking for adjustable in finger rings. The sizes available didn't fit. The piece was meant for birthday.,Size Unavailable
963,2026-04-10,X5,Zoe Sharma,zoe.sharma74@hotmail.com,Office-going Women,Bangles,I wanted something around 12g but the bangles options shown were heavier.,Weight Concerns
964,2026-02-20,X3,Lily Nair,lily.nair46@outlook.com,Teen-age Girls,Necklace,"My family wanted a long haar design in necklace, but the available designs were very limited. The piece was meant for birthday.",Design Unavailable
965,2026-03-15,X1,Riya Verma,riya.verma14@outlook.com,Everyday Wear,Anklets,Looking for kids size in anklets. The sizes available didn't fit.,Size Unavailable
966,2026-05-07,X3,Grace Mehta,grace.mehta26@hotmail.com,Everyday Wear,Bangles,I came specifically looking for a minimal everyday bangles but the store didn't have it.,Design Unavailable
967,2026-04-24,X1,Chloe Verma,chloe.verma67@yahoo.com,Wedding,Anklets,My daughter needed kids size anklets; could not find the right size.,Size Unavailable
968,2026-04-03,X1,Tara Wilson,tara.wilson59@gmail.com,Everyday Wear,Necklace,Was told the necklace model is sold out and would take 3-4 weeks to restock. Specifically for everyday wear use.,Stock Unavailable
969,2026-04-30,X5,Chloe Nair,chloe.nair45@icloud.com,Office-going Women,Necklace,Will buy after the upcoming festival sale; postponing the necklace purchase.,Others
970,2026-02-17,X5,Ishita Verma,ishita.verma49@hotmail.com,Office-going Women,Necklace,"My family wanted a long haar design in necklace, but the available designs were very limited. The piece was meant for teen-age girls.",Design Unavailable
971,2026-03-06,X1,Charlotte Clark,charlotte.clark59@yahoo.com,Birthday,Bangles,Was hoping to find a thin polki style in bangles. Nothing matched what I had in mind. Specifically for wedding use.,Design Unavailable
972,2026-04-07,X3,Meera Verma,meera.verma47@hotmail.com,Office-going Women,Anklets,My daughter needed kids size anklets; could not find the right size. The piece was meant for office-going women.,Size Unavailable
973,2026-04-06,X5,Aditi Mehta,aditi.mehta99@gmail.com,Birthday,Necklace,Wanted a slight design change on the necklace; staff said customization is not possible right now.,Customization Not Offered
974,2026-03-20,X1,Grace Mehta,grace.mehta44@hotmail.com,Everyday Wear,Bangles,Was looking for a antique finish finish on bangles; could not find a matching piece.,Color/Finish Mismatch
975,2026-04-08,X2,Mia Smith,mia.smith84@outlook.com,Birthday,Necklace,The necklace I liked was way over my budget. I was hoping for something under 25k.,Price Too High
976,2026-03-15,X2,Riya Reddy,riya.reddy23@yahoo.com,Wedding,Ear Rings,Was hoping to find a chandbali style in ear rings. Nothing matched what I had in mind. It was for everyday wear.,Design Unavailable
977,2026-02-15,X1,Tara Verma,tara.verma16@hotmail.com,Birthday,Necklace,Needed 18 inch for necklace but staff said it's out of stock right now. The piece was meant for wedding.,Size Unavailable
978,2026-05-01,X4,Zoe Nair,zoe.nair61@icloud.com,Teen-age Girls,Bangles,I wanted something lightweight (under 8g) but the bangles options shown were heavier.,Weight Concerns
979,2026-03-27,X2,Mia Reddy,mia.reddy72@hotmail.com,Wedding,Bangles,"Looking for a under 15g for daily wear bangles, but in-store stock was much heavier.",Weight Concerns
980,2026-04-09,X6,Lily Sharma,lily.sharma97@hotmail.com,Birthday,Anklets,"Looking for a under 15g for daily wear anklets, but in-store stock was much heavier.",Weight Concerns
981,2026-03-28,X3,Meera Sharma,meera.sharma88@outlook.com,Birthday,Necklace,"My family wanted a temple design design in necklace, but the available designs were very limited. Specifically for wedding use.",Design Unavailable
982,2026-04-07,X5,Amelia Reddy,amelia.reddy64@outlook.com,Office-going Women,Anklets,I wanted something around 12g but the anklets options shown were heavier.,Weight Concerns
983,2026-04-06,X6,Sophia Patel,sophia.patel18@icloud.com,Everyday Wear,Bangles,"Prices on bangles were higher than I expected, I had a budget of under 50k. Specifically for teen-age girls use.",Price Too High
984,2026-02-20,X6,Ava Reddy,ava.reddy77@hotmail.com,Wedding,Ear Rings,Saw a chandbali design online and wanted the same in ear rings here. Not available. The piece was meant for babies.,Design Unavailable
985,2026-02-16,X2,Aarav Verma,aarav.verma14@gmail.com,Wedding,Necklace,Found a beautiful necklace but it crossed my under 10k budget by a lot. Specifically for everyday wear use.,Price Too High
986,2026-02-12,X6,Tara Mehta,tara.mehta92@hotmail.com,Birthday,Bangles,The bangles I liked was way over my budget. I was hoping for something under 25k.,Price Too High
987,2026-02-18,X4,Pooja Verma,pooja.verma37@outlook.com,Teen-age Girls,Anklets,The sales staff was busy and I couldn't get enough help while choosing the anklets.,Sales Service
988,2026-03-13,X2,Sophia Khan,sophia.khan65@icloud.com,Wedding,Bangles,The bangles I wanted to buy is completely out of stock at the moment. It was for wedding.,Stock Unavailable
989,2026-02-18,X1,Arjun Mehta,arjun.mehta20@outlook.com,Everyday Wear,Bangles,I wanted something lightweight (under 8g) but the bangles options shown were heavier. The piece was meant for office-going women.,Weight Concerns
990,2026-02-21,X5,Pooja Wilson,pooja.wilson8@yahoo.com,Birthday,Bangles,Was actually looking for a different category but happened to browse bangles too. The piece was meant for birthday.,Others
991,2026-04-13,X2,Charlotte Iyer,charlotte.iyer46@yahoo.com,Birthday,Ear Rings,Was told the ear rings model is sold out and would take 3-4 weeks to restock.,Stock Unavailable
992,2026-02-27,X2,Sophia Clark,sophia.clark32@outlook.com,Office-going Women,Finger Rings,My daughter needed adjustable finger rings; could not find the right size.,Size Unavailable
993,2026-05-08,X6,Kavya Clark,kavya.clark63@gmail.com,Everyday Wear,Finger Rings,Found a beautiful finger rings but it crossed my under 50k budget by a lot.,Price Too High
994,2026-02-27,X1,Emma Nair,emma.nair54@icloud.com,Birthday,Bangles,I came specifically looking for a minimal everyday bangles but the store didn't have it.,Design Unavailable
995,2026-04-05,X4,Ava Anderson,ava.anderson49@icloud.com,Everyday Wear,Bangles,"Looking for a under 15g for daily wear bangles, but in-store stock was much heavier. The piece was meant for teen-age girls.",Weight Concerns
996,2026-04-19,X2,Olivia Verma,olivia.verma41@gmail.com,Birthday,Ear Rings,Was hoping to find a chandbali style in ear rings. Nothing matched what I had in mind.,Design Unavailable
997,2026-02-18,X2,Aarav Anderson,aarav.anderson71@gmail.com,Birthday,Bangles,Looking for size 2.8 in bangles. The sizes available didn't fit. The piece was meant for teen-age girls.,Size Unavailable
998,2026-02-13,X5,Lucas Reddy,lucas.reddy7@yahoo.com,Wedding,Ear Rings,Wanted the ear rings in rose gold but only yellow gold was available. The piece was meant for babies.,Color/Finish Mismatch
999,2026-04-19,X5,Liam Iyer,liam.iyer84@yahoo.com,Office-going Women,Bangles,Waited a long time to be attended for the bangles I wanted to see.,Sales Service
1000,2026-04-19,X6,Anjali Khan,anjali.khan17@gmail.com,Office-going Women,Ear Rings,Wanted a slight design change on the ear rings; staff said customization is not possible right now.,Customization Not Offered
1001,2026-02-22,X1,Anjali Brown,anjali.brown29@gmail.com,Everyday Wear,Bangles,Saw a minimal everyday design online and wanted the same in bangles here. Not available.,Design Unavailable
1002,2026-02-13,X5,Grace Smith,grace.smith6@icloud.com,Wedding,Finger Rings,Was told the finger rings model is sold out and would take 3-4 weeks to restock. The piece was meant for teen-age girls.,Stock Unavailable
1003,2026-03-29,X2,Sanjana Sharma,sanjana.sharma46@outlook.com,Babies,Ear Rings,Was looking for a silver tone finish on ear rings; could not find a matching piece.,Color/Finish Mismatch
1004,2026-03-26,X1,Ishita Taylor,ishita.taylor82@hotmail.com,Everyday Wear,Finger Rings,The finger rings I liked wasn't available in size 8. The piece was meant for wedding.,Size Unavailable
1005,2026-03-19,X5,Tara Sharma,tara.sharma5@gmail.com,Birthday,Ear Rings,Wanted the ear rings in rose gold but only yellow gold was available.,Color/Finish Mismatch
1006,2026-04-23,X5,Riya Anderson,riya.anderson64@outlook.com,Babies,Necklace,The necklace I liked wasn't available in 16 inch. It was for birthday.,Size Unavailable
1007,2026-03-20,X5,Lily Taylor,lily.taylor60@gmail.com,Everyday Wear,Necklace,Was told the necklace model is sold out and would take 3-4 weeks to restock. It was for everyday wear.,Stock Unavailable
1008,2026-05-05,X1,Zoe Iyer,zoe.iyer15@yahoo.com,Teen-age Girls,Bangles,Was hoping to find a minimal everyday style in bangles. Nothing matched what I had in mind.,Design Unavailable
1009,2026-04-17,X1,Zoe Khan,zoe.khan38@yahoo.com,Birthday,Anklets,"I just came in to compare prices today, will revisit later for the anklets.",Others
1010,2026-03-04,X6,Sophia Sharma,sophia.sharma43@hotmail.com,Everyday Wear,Bangles,Family member wanted to be present before buying the bangles.,Others
1011,2026-05-07,X1,Chloe Johnson,chloe.johnson30@outlook.com,Everyday Wear,Finger Rings,The finger rings I liked wasn't available in size 12. Specifically for teen-age girls use.,Size Unavailable
1012,2026-03-11,X5,Amelia Wilson,amelia.wilson76@yahoo.com,Teen-age Girls,Finger Rings,Looking for size 12 in finger rings. The sizes available didn't fit.,Size Unavailable
1013,2026-03-19,X1,Aarav Khan,aarav.khan68@gmail.com,Office-going Women,Bangles,I came specifically looking for a minimal everyday bangles but the store didn't have it.,Design Unavailable
1014,2026-05-06,X4,Pooja Johnson,pooja.johnson21@icloud.com,Office-going Women,Finger Rings,Wanted made-to-order in finger rings; the lead time of 6-8 weeks didn't work for me. Specifically for babies use.,Customization Not Offered
1015,2026-02-15,X1,Lucas Iyer,lucas.iyer43@icloud.com,Office-going Women,Bangles,I came specifically looking for a kada bangles but the store didn't have it.,Design Unavailable
1016,2026-02-20,X5,Kavya Khan,kavya.khan3@icloud.com,Office-going Women,Ear Rings,Asked if the ear rings can be customized with engraving; was told no. It was for wedding.,Customization Not Offered
1017,2026-03-13,X4,Kavya Johnson,kavya.johnson56@gmail.com,Everyday Wear,Bangles,"Looking for a around 12g bangles, but in-store stock was much heavier. The piece was meant for teen-age girls.",Weight Concerns
1018,2026-04-12,X4,Sanjana Sharma,sanjana.sharma3@icloud.com,Birthday,Anklets,"Prices on anklets were higher than I expected, I had a budget of under 10k. It was for everyday wear.",Price Too High
1019,2026-03-19,X3,Grace Brown,grace.brown26@outlook.com,Birthday,Anklets,Looking for 9 inch in anklets. The sizes available didn't fit. It was for babies.,Size Unavailable
1020,2026-04-24,X4,Priya Clark,priya.clark42@hotmail.com,Babies,Bangles,I wanted something under 15g for daily wear but the bangles options shown were heavier.,Weight Concerns
1021,2026-03-24,X4,Neha Brown,neha.brown92@hotmail.com,Teen-age Girls,Necklace,The necklace I liked was way over my budget. I was hoping for something below 1 lakh. Specifically for babies use.,Price Too High
1022,2026-02-26,X5,Mia Davis,mia.davis80@hotmail.com,Teen-age Girls,Ear Rings,Wanted the ear rings in rose gold but only yellow gold was available. It was for birthday.,Color/Finish Mismatch
1023,2026-03-09,X4,Olivia Johnson,olivia.johnson49@yahoo.com,Teen-age Girls,Bangles,Needed size 8 for bangles but staff said it's out of stock right now.,Size Unavailable
1024,2026-02-23,X4,Aditi Iyer,aditi.iyer34@gmail.com,Teen-age Girls,Finger Rings,Looking for adjustable in finger rings. The sizes available didn't fit. It was for babies.,Size Unavailable
1025,2026-04-26,X5,Tara Johnson,tara.johnson44@outlook.com,Birthday,Ear Rings,Wanted the ear rings in silver tone but only yellow gold was available.,Color/Finish Mismatch
1026,2026-02-11,X2,Mia Wilson,mia.wilson95@outlook.com,Office-going Women,Necklace,"Prices on necklace were higher than I expected, I had a budget of under 50k. It was for babies.",Price Too High
1027,2026-03-23,X6,Kavya Brown,kavya.brown84@yahoo.com,Everyday Wear,Finger Rings,The hallmark and purity details on the finger rings were not clearly communicated. Specifically for office-going women use.,Quality Concerns
1028,2026-02-26,X5,Vikram Iyer,vikram.iyer4@gmail.com,Everyday Wear,Bangles,Looking for size 2.6 in bangles. The sizes available didn't fit.,Size Unavailable
1029,2026-04-03,X4,Noah Clark,noah.clark80@icloud.com,Everyday Wear,Bangles,"Looking for a around 12g bangles, but in-store stock was much heavier.",Weight Concerns
1030,2026-02-20,X5,Olivia Khan,olivia.khan77@gmail.com,Babies,Bangles,I came specifically looking for a star design bangles but the store didn't have it.,Design Unavailable
1031,2026-04-13,X2,Aditi Sharma,aditi.sharma33@icloud.com,Teen-age Girls,Finger Rings,"Looking for a around 12g finger rings, but in-store stock was much heavier. Specifically for everyday wear use.",Weight Concerns
1032,2026-03-19,X3,Lucas Nair,lucas.nair90@outlook.com,Everyday Wear,Anklets,The anklets I liked wasn't available in 10 inch. The piece was meant for teen-age girls.,Size Unavailable
1033,2026-03-31,X6,Olivia Khan,olivia.khan55@outlook.com,Birthday,Finger Rings,The polish/finishing on the finger rings looked uneven to me. It was for birthday.,Quality Concerns
1034,2026-05-10,X2,Vikram Davis,vikram.davis42@icloud.com,Babies,Ear Rings,The ear rings I liked was way over my budget. I was hoping for something under 25k.,Price Too High
1035,2026-02-26,X3,Charlotte Taylor,charlotte.taylor44@outlook.com,Birthday,Anklets,The anklets I liked wasn't available in 10 inch.,Size Unavailable
1036,2026-04-25,X2,Olivia Smith,olivia.smith21@icloud.com,Everyday Wear,Ear Rings,"My family wanted a kundan design in ear rings, but the available designs were very limited. The piece was meant for everyday wear.",Design Unavailable
1037,2026-02-13,X6,Chloe Reddy,chloe.reddy39@icloud.com,Office-going Women,Finger Rings,I wasn't fully convinced about the finish quality on the finger rings I tried.,Quality Concerns
1038,2026-04-28,X3,Anjali Patel,anjali.patel37@outlook.com,Babies,Bangles,The bangles I wanted to buy is completely out of stock at the moment.,Stock Unavailable
1039,2026-02-25,X1,Anjali Wilson,anjali.wilson73@gmail.com,Teen-age Girls,Finger Rings,Was looking for a rose gold finish on finger rings; could not find a matching piece. It was for everyday wear.,Color/Finish Mismatch
1040,2026-03-01,X5,Mia Mehta,mia.mehta9@hotmail.com,Wedding,Ear Rings,Wanted the ear rings in yellow gold but only yellow gold was available.,Color/Finish Mismatch
1041,2026-04-08,X2,Sneha Nair,sneha.nair94@gmail.com,Office-going Women,Ear Rings,Was told the ear rings model is sold out and would take 3-4 weeks to restock. The piece was meant for babies.,Stock Unavailable
1042,2026-03-14,X6,Vikram Patel,vikram.patel48@yahoo.com,Wedding,Finger Rings,The sales staff was busy and I couldn't get enough help while choosing the finger rings.,Sales Service
1043,2026-04-03,X4,Zoe Wilson,zoe.wilson85@yahoo.com,Teen-age Girls,Finger Rings,The finger rings I liked wasn't available in size 6. Specifically for birthday use.,Size Unavailable
1044,2026-03-23,X2,Sneha Reddy,sneha.reddy65@icloud.com,Office-going Women,Necklace,Needed 18 inch for necklace but staff said it's out of stock right now. Specifically for babies use.,Size Unavailable
1045,2026-05-05,X6,Lily Taylor,lily.taylor60@outlook.com,Teen-age Girls,Necklace,Wanted the necklace in rose gold but only yellow gold was available.,Color/Finish Mismatch
1046,2026-05-02,X6,Priya Wilson,priya.wilson83@yahoo.com,Wedding,Necklace,The necklace I wanted to buy is completely out of stock at the moment.,Stock Unavailable
1047,2026-04-14,X3,Meera Verma,meera.verma33@hotmail.com,Birthday,Anklets,Looking for kids size in anklets. The sizes available didn't fit. Specifically for office-going women use.,Size Unavailable
1048,2026-04-22,X1,Emma Davis,emma.davis88@hotmail.com,Birthday,Finger Rings,Looking for size 6 in finger rings. The sizes available didn't fit.,Size Unavailable
1049,2026-05-06,X5,Arjun Sharma,arjun.sharma14@icloud.com,Birthday,Ear Rings,Wanted the ear rings in yellow gold but only yellow gold was available.,Color/Finish Mismatch
1050,2026-02-13,X4,Lucas Clark,lucas.clark32@outlook.com,Office-going Women,Ear Rings,The ear rings I wanted to buy is completely out of stock at the moment. Specifically for birthday use.,Stock Unavailable
1051,2026-02-19,X6,Kavya Brown,kavya.brown96@outlook.com,Birthday,Anklets,Saw a double-layer anklet design online and wanted the same in anklets here. Not available. Specifically for birthday use.,Design Unavailable
1052,2026-04-20,X2,Tara Davis,tara.davis83@icloud.com,Babies,Ear Rings,I wasn't fully convinced about the finish quality on the ear rings I tried.,Quality Concerns
1053,2026-03-06,X5,Neha Mehta,neha.mehta79@icloud.com,Office-going Women,Necklace,Wanted a slight design change on the necklace; staff said customization is not possible right now. The piece was meant for babies.,Customization Not Offered
1054,2026-02-24,X2,Kavya Brown,kavya.brown79@hotmail.com,Wedding,Ear Rings,Was told the ear rings model is sold out and would take 3-4 weeks to restock. It was for birthday.,Stock Unavailable
1055,2026-03-05,X5,Zoe Reddy,zoe.reddy45@icloud.com,Wedding,Ear Rings,Was looking for a yellow gold finish on ear rings; could not find a matching piece.,Color/Finish Mismatch
1056,2026-04-03,X3,Rohit Iyer,rohit.iyer10@yahoo.com,Office-going Women,Anklets,I came specifically looking for a paayal with ghungroo anklets but the store didn't have it.,Design Unavailable
1057,2026-05-05,X4,Ishita Verma,ishita.verma43@yahoo.com,Babies,Necklace,Was looking for a antique finish finish on necklace; could not find a matching piece.,Color/Finish Mismatch
1058,2026-02-19,X4,Kavya Reddy,kavya.reddy74@outlook.com,Birthday,Finger Rings,I wasn't fully convinced about the finish quality on the finger rings I tried. The piece was meant for teen-age girls.,Quality Concerns
1059,2026-04-13,X5,Priya Davis,priya.davis94@outlook.com,Birthday,Necklace,Asked if the necklace can be customized with engraving; was told no. The piece was meant for babies.,Customization Not Offered
